study,cancer_type,protein,transcript,expression
GTEX,GTEX Salivary Gland,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.781, ""q1"": -2.245, ""q3"": -1.1815, ""whislo"": -3.816, ""whishi"": 0.3796, ""fliers"": [-5.012, 0.679], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Salivary Gland,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.595, ""q1"": -2.2800000000000002, ""q3"": -0.41325, ""whislo"": -2.932, ""whishi"": 0.3573, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Salivary Gland,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -3.171, -2.932, -2.727, -3.171, -3.047, -1.595, -3.171, -2.826, -3.626], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Salivary Gland,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 1.486, ""q1"": 0.52695, ""q3"": 2.169, ""whislo"": -0.8599, ""whishi"": 3.497, ""fliers"": [-9.966, -2.114, -9.966, -9.966, -2.178], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Salivary Gland,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.5973, -1.392, 0.1776, 0.5666, -0.9132, 0.2642, 0.1776, -0.3022, -1.026, -0.2498], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Salivary Gland,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.035, ""q1"": -9.966, ""q3"": -2.932, ""whislo"": -9.966, ""whishi"": -1.086, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Salivary Gland,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.047, ""q1"": -9.966, ""q3"": -2.0235, ""whislo"": -9.966, ""whishi"": -0.4921, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Skin,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 4.125, ""q1"": 3.48, ""q3"": 4.569, ""whislo"": 1.848, ""whishi"": 6.0, ""fliers"": [-9.966, -9.966, 0.8726, -3.626, 0.688, -0.4521, 0.537, 1.77, -1.086, -2.932, 0.5955, 1.202, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Skin,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -0.7588, ""q1"": -1.938, ""q3"": -0.013, ""whislo"": -4.608, ""whishi"": 2.417, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -5.574, -5.574, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.012, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.012, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.012, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.012, -5.012, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Skin,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -2.727, ""q1"": -9.966, ""q3"": -1.47, ""whislo"": -9.966, ""whishi"": 0.9115, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Skin,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.781, ""q1"": -2.727, ""q3"": -1.214, ""whislo"": -4.293, ""whishi"": 0.5859, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.574, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Skin,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.026, ""q1"": -2.178, ""q3"": -0.3201, ""whislo"": -4.035, ""whishi"": 1.546, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Skin,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.171, -2.826, -2.826, -2.826, -2.826, -3.171, -2.826, -2.826, -2.635, -2.635, -3.047, -2.932, -3.171, -2.932, -3.171, -1.248, -2.548, -3.171, -3.458, -2.932, -2.466, -2.727, -3.047, -2.932, -2.932, -3.171, -2.826, -3.171, -3.626, -3.047, -1.994, -2.053, -2.826, -2.826, -2.826, -2.466, -3.458, -2.932, -2.932, -2.388, -2.727, -2.053, -2.826, -2.932, -2.727, -2.932, -3.047, -2.727, -2.388, -3.171, -2.727, -2.727, -3.171, -3.047, -3.171, -2.932, -2.466, -3.308, -3.308, -2.635, -2.635, -3.308, -2.727, -2.548, -2.932, -2.548, -2.932, -2.932, -3.171, -1.056, -2.635, -3.047, -2.635, -3.626, -2.727, -3.308, -3.308, -2.932, -3.047, -2.932, -2.548, -2.826, -3.626, -2.114, -3.626, -1.732, -1.831, -2.635, -2.635, -2.053, -1.831, -1.732, -2.826, -1.994, -3.047, -3.171, -2.826, -2.826, -2.932, -3.171, -2.932, -2.932, -2.932], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Skin,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 1.571, ""q1"": 0.517, ""q3"": 2.227, ""whislo"": -1.994, ""whishi"": 4.166, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Skin,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.047, ""whislo"": -9.966, ""whishi"": 2.395, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Skin,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.035, ""q1"": -9.966, ""q3"": -2.315, ""whislo"": -9.966, ""whishi"": 1.233, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Skin,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.635, ""q1"": -9.966, ""q3"": -1.781, ""whislo"": -9.966, ""whishi"": 0.4016, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Small Intestine,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.307, ""q1"": 2.519, ""q3"": 3.951, ""whislo"": 0.5069, ""whishi"": 5.195, ""fliers"": [0.0718], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Small Intestine,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.283, ""q1"": -2.4865000000000004, ""q3"": -0.1828, ""whislo"": -5.012, ""whishi"": 1.357, ""fliers"": [-9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Small Intestine,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -6.04, ""q1"": -9.966, ""q3"": -3.1399999999999997, ""whislo"": -9.966, ""whishi"": -0.8599, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Small Intestine,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.431, ""q1"": -2.245, ""q3"": -0.658625, ""whislo"": -3.816, ""whishi"": 0.2277, ""fliers"": [-9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Small Intestine,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -1.5110000000000001, ""q1"": -5.085, ""q3"": -0.7834, ""whislo"": -9.966, ""whishi"": 0.6517, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Small Intestine,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -3.171, -3.171, -1.781, -3.171, -2.548, -2.826, -3.171, -2.548, -3.308, -3.171], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Small Intestine,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.7957000000000001, ""q1"": -0.416775, ""q3"": 1.8760000000000001, ""whislo"": -3.308, ""whishi"": 3.487, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Small Intestine,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.552, -0.9132, -0.4719, -0.5973, 0.1124, -0.5125, -0.9132, -1.552, -2.826, -1.149, -0.1828, -0.7346, -0.9406, -1.318, -0.7108, -1.685, 0.2277, -0.5756], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Small Intestine,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -3.816, ""q1"": -9.966, ""q3"": -2.9055, ""whislo"": -9.966, ""whishi"": -1.086, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Small Intestine,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.635, ""q1"": -4.608, ""q3"": -2.03825, ""whislo"": -6.506, ""whishi"": -0.4521, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Spleen,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -0.5332, ""q1"": -1.781, ""q3"": 0.29102500000000003, ""whislo"": -3.816, ""whishi"": 1.527, ""fliers"": [-5.012, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Spleen,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.584, ""whislo"": -9.966, ""whishi"": -1.552, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Spleen,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": -1.149, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Spleen,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.053, ""q1"": -2.8525, ""q3"": -1.431, ""whislo"": -4.293, ""whishi"": -0.4719, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Spleen,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.548, -2.635, -1.392, -1.831, -2.178, -2.388, -1.639, -2.548, -2.245, -2.178, -2.466, -2.932, -1.47, -2.315], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Spleen,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Spleen,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.141, ""whislo"": -9.966, ""whishi"": 0.7321, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Spleen,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.6643, -1.149, -1.392, -2.114, -2.245], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Spleen,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.012, ""whislo"": -9.966, ""whishi"": -2.826, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Spleen,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.2394999999999996, ""q1"": -6.2505, ""q3"": -2.315, ""whislo"": -9.966, ""whishi"": -0.3566, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Stomach,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 2.678, ""q1"": 2.1045, ""q3"": 3.0045, ""whislo"": 1.057, ""whishi"": 4.088, ""fliers"": [0.6969, -9.966, -0.1031, 4.379, 4.4, 4.37, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Stomach,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.685, ""q1"": -2.9895, ""q3"": -1.056, ""whislo"": -4.035, ""whishi"": 0.8082, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Stomach,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -2.9895, ""whislo"": -9.966, ""whishi"": -0.9132, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Stomach,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.053, ""q1"": -3.109, ""q3"": -1.283, ""whislo"": -4.035, ""whishi"": 0.0014, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Stomach,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -2.727, ""q1"": -9.966, ""q3"": -1.911, ""whislo"": -9.966, ""whishi"": -0.1345, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Stomach,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -2.826, -3.308, -3.816, -2.826, -4.035, -3.171, -3.047, -3.626, -2.826, -2.932, -3.308], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Stomach,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -0.1665, ""q1"": -9.966, ""q3"": 0.7493000000000001, ""whislo"": -9.966, ""whishi"": 1.986, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Stomach,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.248, -1.781, -1.47, -1.595, -1.283, -0.9971, -1.685, -1.117, 0.24, -1.214, -1.392, -0.6643, -0.4521, -0.5332, -0.5125, 0.1124, -0.3201, -1.283, -0.6416, -2.245, -1.639, 0.1257, -1.117, -0.9971], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Stomach,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -5.012, ""q1"": -9.966, ""q3"": -3.171, ""whislo"": -9.966, ""whishi"": -0.5332, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Stomach,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -2.826, ""q1"": -4.4505, ""q3"": -2.0235, ""whislo"": -5.574, ""whishi"": -0.6873, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Testis,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -1.831, ""q1"": -9.966, ""q3"": -0.7108, ""whislo"": -9.966, ""whishi"": 2.757, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Testis,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": -1.181, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
GTEX,GTEX Testis,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -3.458, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": -0.3383, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Testis,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": 0.2998, ""q1"": -0.2498, ""q3"": 0.6332, ""whislo"": -1.51, ""whishi"": 1.836, ""fliers"": [-2.548, -1.781, -2.635, -1.831, -2.053, -2.114, -1.831, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
GTEX,GTEX Testis,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.388, ""whislo"": -9.966, ""whishi"": 0.24, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
GTEX,GTEX Testis,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.635, -3.047, -2.826, -2.826, -2.826, -2.826, -2.826, -3.171, -3.047, -3.047], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
GTEX,GTEX Testis,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -1.685, ""q1"": -9.966, ""q3"": -0.1187, ""whislo"": -9.966, ""whishi"": 1.892, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
GTEX,GTEX Testis,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-0.7588, 1.015, -1.117, -4.035, -1.149, -1.595, -0.2328, -0.013, -1.117, -3.816, -2.826, -1.181, -0.4131, 0.2522, -0.8863, -0.6416, 0.547, -1.086], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
GTEX,GTEX Testis,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.608, ""whislo"": -9.966, ""whishi"": -1.552, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
GTEX,GTEX Testis,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": 0.9642, ""q1"": 0.4967, ""q3"": 1.362, ""whislo"": -0.6873, ""whishi"": 2.154, ""fliers"": [-1.431, -0.8084, -1.056, -1.214, -2.053, -1.884, -1.214, -1.214, -1.149, -2.727, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Thyroid,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.769, ""q1"": 3.3005, ""q3"": 4.2015, ""whislo"": 2.064, ""whishi"": 5.141, ""fliers"": [1.379, 1.758, 1.907, 1.585, -9.966, 0.7748, -4.293, 1.455, 1.872, 5.904], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
GTEX,GTEX Thyroid,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.117, ""q1"": -2.315, ""q3"": -0.1828, ""whislo"": -4.608, ""whishi"": 1.66, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -5.574, -9.966, -9.966, -9.966, -9.966, -9.966, -5.574, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
